mjd	ab_mag	ab_mag_err	flux_dens	flux_dens_err
58436.22	12.54	nan	4.71e-14	nan
58437.21	19.92	0.12	5.23e-17	5.62e-18
58438.23	18.44	nan	2.06e-16	nan
58443.30	12.48	nan	4.98e-14	nan
58443.30	19.90	nan	5.33e-17	nan
58450.25	19.40	nan	8.51e-17	nan
58450.25	19.56	nan	7.33e-17	nan
58457.13	19.76	0.12	6.09e-17	6.66e-18
58472.17	19.67	0.17	6.62e-17	1.03e-17
58472.18	20.31	nan	3.68e-17	nan
58474.10	19.67	0.18	6.64e-17	1.10e-17
58475.09	20.08	nan	4.51e-17	nan
58475.09	19.80	nan	5.85e-17	nan
58482.13	19.62	0.08	6.92e-17	5.26e-18
58486.15	19.51	0.08	7.63e-17	5.74e-18
58487.13	19.63	0.08	6.85e-17	4.90e-18
58487.13	19.66	0.07	6.67e-17	4.10e-18
58488.15	19.45	0.06	8.13e-17	4.17e-18
58490.10	19.80	0.12	5.88e-17	6.27e-18
58491.15	19.42	0.08	8.33e-17	5.91e-18
58492.18	17.54	nan	4.72e-16	nan
58493.15	19.58	0.08	7.20e-17	5.01e-18
58494.15	19.55	0.08	7.41e-17	5.65e-18
58503.15	19.39	0.21	8.57e-17	1.62e-17
58503.15	19.43	0.22	8.26e-17	1.65e-17
58505.17	19.69	nan	6.49e-17	nan
58509.15	19.32	0.16	9.10e-17	1.33e-17
58509.17	19.39	0.18	8.56e-17	1.40e-17
58510.13	19.24	0.12	9.85e-17	1.06e-17
58511.13	19.29	0.10	9.42e-17	8.30e-18
58662.44	19.53	0.07	7.54e-17	5.06e-18
58667.46	19.55	0.06	7.36e-17	4.25e-18
58670.44	19.50	0.05	7.73e-17	3.43e-18
58673.48	19.54	0.07	7.45e-17	5.12e-18
58677.46	19.54	0.06	7.47e-17	3.82e-18
58680.46	19.56	0.16	7.29e-17	1.07e-17
58681.46	19.64	0.20	6.78e-17	1.24e-17
58682.48	19.42	0.13	8.36e-17	1.01e-17
58683.48	19.48	0.17	7.89e-17	1.27e-17
58683.49	19.48	0.15	7.90e-17	1.10e-17
58684.40	19.37	0.18	8.68e-17	1.44e-17
58690.48	19.49	0.07	7.81e-17	5.20e-18
58690.48	19.32	0.06	9.10e-17	4.90e-18
58691.48	19.34	0.05	8.99e-17	4.19e-18
58693.42	19.44	0.04	8.18e-17	2.98e-18
58693.43	19.48	0.05	7.88e-17	3.45e-18
58694.46	19.53	0.04	7.55e-17	2.62e-18
58695.43	19.40	0.04	8.50e-17	3.31e-18
58696.43	19.46	0.04	8.01e-17	3.29e-18
58696.44	19.51	0.05	7.63e-17	3.42e-18
58697.46	19.42	0.04	8.30e-17	3.43e-18
58698.46	19.47	0.04	7.93e-17	3.27e-18
58699.44	19.49	0.05	7.78e-17	3.33e-18
58699.44	19.50	0.05	7.76e-17	3.23e-18
58701.45	19.49	0.04	7.82e-17	3.11e-18
58703.50	19.47	0.08	7.96e-17	6.21e-18
58705.48	19.50	0.05	7.76e-17	3.51e-18
58706.44	19.54	0.05	7.43e-17	3.12e-18
58708.46	19.55	0.08	7.42e-17	5.69e-18
58709.46	19.63	0.14	6.85e-17	8.87e-18
58709.46	19.50	0.14	7.72e-17	9.70e-18
58719.48	19.56	0.09	7.32e-17	6.40e-18
58722.42	19.50	0.04	7.74e-17	2.99e-18
58725.38	19.64	0.05	6.82e-17	3.41e-18
58725.46	19.56	0.02	7.31e-17	1.67e-18
58725.46	12.41	nan	5.32e-14	nan
58725.46	12.42	nan	5.27e-14	nan
58725.46	19.60	0.02	7.05e-17	1.53e-18
58726.45	19.55	0.03	7.37e-17	1.83e-18
58726.45	12.39	nan	5.42e-14	nan
58726.45	19.63	0.03	6.86e-17	2.05e-18
58726.45	12.40	nan	5.36e-14	nan
58730.47	19.49	0.06	7.83e-17	4.30e-18
58733.44	19.54	0.07	7.47e-17	4.77e-18
58743.38	19.80	nan	5.89e-17	nan
58746.39	19.51	0.10	7.70e-17	7.44e-18
58746.42	12.38	nan	5.44e-14	nan
58746.42	19.56	0.08	7.33e-17	5.21e-18
58746.42	19.45	0.09	8.12e-17	6.61e-18
58746.42	12.41	nan	5.30e-14	nan
58749.32	19.41	0.06	8.40e-17	4.54e-18
58749.43	19.43	0.06	8.23e-17	4.18e-18
58749.43	12.33	nan	5.69e-14	nan
58749.43	12.34	nan	5.64e-14	nan
58749.43	19.53	0.07	7.52e-17	4.65e-18
58760.35	19.46	0.06	8.04e-17	4.23e-18
58763.38	19.44	0.06	8.20e-17	4.30e-18
58764.32	19.47	0.06	7.97e-17	4.38e-18
58764.32	12.41	nan	5.32e-14	nan
58764.32	19.60	0.09	7.03e-17	5.51e-18
58764.32	12.38	nan	5.46e-14	nan
58766.35	19.40	0.15	8.44e-17	1.16e-17
58766.37	19.63	0.16	6.88e-17	1.04e-17
58766.37	12.36	nan	5.57e-14	nan
58766.37	12.37	nan	5.49e-14	nan
58766.37	19.30	0.12	9.31e-17	1.04e-17
58767.38	12.42	nan	5.27e-14	nan
58767.38	19.59	nan	7.11e-17	nan
58767.38	18.99	0.21	1.24e-16	2.39e-17
58767.38	12.39	nan	5.38e-14	nan
58772.29	19.50	nan	7.74e-17	nan
58772.29	11.98	nan	7.88e-14	nan
58772.29	19.47	nan	7.94e-17	nan
58772.29	12.03	nan	7.52e-14	nan
58781.21	19.45	0.08	8.10e-17	5.84e-18
58785.21	19.30	0.06	9.30e-17	5.00e-18
58786.21	19.36	0.06	8.80e-17	4.55e-18
58786.21	12.38	nan	5.44e-14	nan
58786.21	12.39	nan	5.41e-14	nan
58786.21	19.52	0.08	7.60e-17	5.30e-18
58788.19	19.43	0.08	8.23e-17	6.27e-18
58791.27	19.25	0.07	9.70e-17	6.03e-18
58794.19	19.10	0.10	1.12e-16	1.04e-17
58798.17	19.06	0.18	1.17e-16	1.93e-17
58801.19	19.16	0.12	1.05e-16	1.18e-17
58811.17	19.24	0.07	9.82e-17	6.48e-18
58814.11	18.76	0.17	1.54e-16	2.45e-17
58820.17	19.12	0.15	1.10e-16	1.54e-17
58828.11	19.10	0.14	1.12e-16	1.42e-17
58835.13	19.57	0.15	7.27e-17	1.02e-17
58838.13	19.04	0.12	1.18e-16	1.29e-17
58853.09	19.26	0.17	9.64e-17	1.54e-17
58856.11	19.22	0.09	1.00e-16	8.33e-18
58859.08	19.01	0.12	1.22e-16	1.37e-17
58863.12	19.19	0.06	1.03e-16	5.60e-18
58872.15	19.28	0.09	9.49e-17	7.71e-18
58875.13	19.18	0.07	1.03e-16	6.64e-18
58881.13	19.13	0.11	1.09e-16	1.15e-17
58885.10	19.21	0.19	1.01e-16	1.81e-17
59036.48	19.30	0.14	9.31e-17	1.24e-17
59052.46	19.22	0.04	1.00e-16	3.26e-18
59055.42	19.21	0.04	1.01e-16	3.90e-18
59060.46	19.26	0.04	9.63e-17	3.60e-18
59063.46	19.19	0.09	1.03e-16	8.71e-18
59066.40	19.28	0.16	9.45e-17	1.40e-17
59072.44	19.19	0.06	1.03e-16	5.90e-18
59075.42	19.19	0.05	1.03e-16	4.52e-18
59075.43	12.48	nan	4.98e-14	nan
59075.43	19.21	0.04	1.01e-16	3.47e-18
59075.43	12.48	nan	4.96e-14	nan
59075.43	19.13	0.04	1.09e-16	3.53e-18
59075.43	19.21	0.05	1.01e-16	4.74e-18
59077.41	19.22	0.03	1.00e-16	2.95e-18
59077.41	12.48	nan	4.98e-14	nan
59078.41	12.40	nan	5.36e-14	nan
59078.41	19.20	0.03	1.02e-16	3.21e-18
59078.42	17.63	nan	4.31e-16	nan
59080.44	19.15	0.05	1.07e-16	4.52e-18
59080.44	12.24	nan	6.22e-14	nan
59080.44	19.24	0.03	9.83e-17	3.13e-18
59080.44	12.26	nan	6.11e-14	nan
59080.44	19.27	0.04	9.56e-17	3.43e-18
59081.46	19.10	0.04	1.12e-16	4.48e-18
59082.39	11.95	nan	8.07e-14	nan
59082.39	19.28	0.06	9.46e-17	5.46e-18
59082.40	19.07	0.05	1.15e-16	5.08e-18
59082.40	12.16	nan	6.66e-14	nan
59082.40	19.26	0.05	9.66e-17	4.15e-18
59084.39	19.09	0.03	1.13e-16	3.62e-18
59085.39	19.24	0.03	9.82e-17	2.28e-18
59085.39	12.50	nan	4.87e-14	nan
59085.40	19.20	0.04	1.02e-16	3.35e-18
59085.40	12.48	nan	4.96e-14	nan
59085.40	19.25	0.02	9.75e-17	2.16e-18
59086.46	19.13	0.04	1.09e-16	3.97e-18
59089.36	19.18	0.05	1.04e-16	4.95e-18
59089.36	19.34	0.05	8.93e-17	3.85e-18
59089.36	19.25	0.04	9.73e-17	3.30e-18
59089.42	19.30	0.04	9.34e-17	3.78e-18
59090.36	19.34	0.07	8.93e-17	5.91e-18
59090.36	19.27	0.08	9.57e-17	6.96e-18
59090.36	19.27	0.08	9.56e-17	7.24e-18
59091.36	19.22	0.09	1.00e-16	7.98e-18
59091.36	19.19	0.08	1.03e-16	7.29e-18
59091.37	19.25	0.10	9.71e-17	8.53e-18
59092.36	19.18	0.11	1.04e-16	1.06e-17
59092.36	19.45	0.12	8.07e-17	9.10e-18
59092.39	19.27	0.11	9.56e-17	1.00e-17
59107.35	19.29	0.06	9.36e-17	4.77e-18
59107.39	19.25	0.05	9.74e-17	4.23e-18
59107.39	19.41	0.05	8.42e-17	3.82e-18
59110.34	19.26	0.06	9.65e-17	5.37e-18
59113.36	19.34	0.05	8.94e-17	4.21e-18
59114.34	19.26	0.04	9.67e-17	3.88e-18
59115.42	19.29	0.05	9.35e-17	4.30e-18
59117.30	19.39	0.05	8.56e-17	3.91e-18
59117.30	12.55	nan	4.65e-14	nan
59117.30	19.31	0.04	9.22e-17	3.19e-18
59117.30	19.34	0.04	8.93e-17	2.94e-18
59117.30	12.54	nan	4.70e-14	nan
59119.36	19.35	0.08	8.84e-17	6.65e-18
59120.30	19.32	0.10	9.15e-17	8.61e-18
59120.30	12.58	nan	4.55e-14	nan
59120.30	19.47	0.11	7.98e-17	8.44e-18
59120.32	19.32	0.11	9.14e-17	9.24e-18
59120.32	12.58	nan	4.54e-14	nan
59120.46	19.33	0.06	9.01e-17	5.16e-18
59121.33	12.56	nan	4.63e-14	nan
59121.33	19.20	0.11	1.02e-16	1.02e-17
59121.33	12.56	nan	4.63e-14	nan
59121.33	19.56	0.16	7.34e-17	1.06e-17
59121.34	19.37	0.16	8.70e-17	1.27e-17
59122.28	12.51	nan	4.84e-14	nan
59122.28	19.89	nan	5.38e-17	nan
59122.28	19.41	0.20	8.42e-17	1.56e-17
59122.28	12.49	nan	4.91e-14	nan
59126.29	19.53	0.21	7.49e-17	1.42e-17
59126.29	19.13	0.14	1.09e-16	1.38e-17
59128.30	19.26	0.11	9.60e-17	9.31e-18
59128.30	19.25	0.10	9.70e-17	9.02e-18
59129.33	19.47	0.08	7.96e-17	5.60e-18
59130.25	19.41	0.06	8.43e-17	4.69e-18
59131.32	19.35	0.08	8.87e-17	6.44e-18
59134.27	19.51	0.06	7.69e-17	4.21e-18
59134.27	19.49	0.06	7.79e-17	4.09e-18
59135.27	19.42	0.05	8.31e-17	3.58e-18
59136.34	19.49	0.05	7.83e-17	3.64e-18
59136.35	19.37	0.04	8.68e-17	3.27e-18
59137.25	19.61	0.10	6.96e-17	6.09e-18
59138.26	19.34	0.07	8.95e-17	5.74e-18
59138.26	19.46	0.07	8.03e-17	5.05e-18
59139.21	19.45	0.05	8.09e-17	3.74e-18
59140.29	19.38	0.04	8.66e-17	3.48e-18
59140.29	19.51	0.05	7.69e-17	3.46e-18
59141.30	19.48	0.04	7.89e-17	3.10e-18
59144.32	19.44	0.04	8.16e-17	2.94e-18
59149.26	20.05	nan	4.67e-17	nan
59153.21	19.30	0.20	9.30e-17	1.68e-17
59155.31	19.41	0.13	8.42e-17	1.00e-17
59156.22	19.55	0.12	7.42e-17	8.40e-18
59158.19	19.62	0.10	6.92e-17	6.09e-18
59164.23	19.65	0.10	6.74e-17	6.12e-18
59169.21	19.55	0.06	7.38e-17	4.28e-18
59171.24	19.58	0.07	7.20e-17	4.68e-18
59173.20	19.60	0.15	7.03e-17	9.86e-18
59175.23	19.66	nan	6.65e-17	nan
59176.23	19.71	nan	6.37e-17	nan
59180.17	19.71	nan	6.40e-17	nan
59182.17	19.46	0.17	8.04e-17	1.29e-17
59184.17	19.60	0.15	7.07e-17	9.97e-18
59187.13	19.73	0.06	6.26e-17	3.74e-18
59189.15	19.63	0.09	6.84e-17	5.85e-18
59191.24	18.18	nan	2.61e-16	nan
59197.14	19.39	nan	8.57e-17	nan
59198.18	19.77	0.17	6.03e-17	9.33e-18
59199.17	19.65	0.11	6.77e-17	6.91e-18
59202.17	19.79	0.13	5.92e-17	7.18e-18
59210.19	19.73	0.21	6.28e-17	1.23e-17
59216.13	19.93	0.12	5.22e-17	5.66e-18
59220.13	19.78	0.09	6.00e-17	4.80e-18
59223.15	19.74	0.10	6.19e-17	5.79e-18
59227.11	19.93	0.12	5.19e-17	5.84e-18
59229.17	20.33	nan	3.60e-17	nan
59231.14	20.24	nan	3.91e-17	nan
59390.45	20.14	nan	4.31e-17	nan
59399.42	20.15	0.19	4.25e-17	7.28e-18
59403.40	20.28	0.17	3.77e-17	5.88e-18
59410.46	20.38	0.17	3.43e-17	5.28e-18
59414.42	20.45	0.13	3.23e-17	3.84e-18
59417.42	20.48	nan	3.15e-17	nan
59426.47	20.91	nan	2.11e-17	nan
59428.45	20.29	0.13	3.72e-17	4.31e-18
59429.45	20.32	0.13	3.65e-17	4.27e-18
59430.43	20.32	0.12	3.64e-17	3.99e-18
59436.42	20.48	0.12	3.13e-17	3.49e-18
59439.42	20.13	0.13	4.33e-17	5.14e-18
59442.46	20.63	0.13	2.73e-17	3.34e-18
59446.46	20.19	0.13	4.11e-17	4.82e-18
59446.46	20.21	0.14	4.01e-17	4.99e-18
59453.42	20.06	0.17	4.63e-17	7.17e-18
59453.42	20.30	0.21	3.71e-17	7.26e-18
59454.38	20.16	0.18	4.20e-17	6.95e-18
59459.34	20.23	0.08	3.96e-17	2.98e-18
59459.34	20.21	0.08	4.00e-17	2.86e-18
59460.38	20.26	0.10	3.84e-17	3.67e-18
59461.42	20.33	0.09	3.61e-17	3.01e-18
59461.42	20.11	0.08	4.39e-17	3.04e-18
59462.34	20.23	0.11	3.94e-17	3.94e-18
59463.38	20.15	0.10	4.25e-17	4.05e-18
59464.43	20.20	0.09	4.06e-17	3.53e-18
59465.40	20.18	0.10	4.12e-17	3.86e-18
59467.42	20.17	0.09	4.19e-17	3.46e-18
59474.36	20.01	0.14	4.83e-17	6.18e-18
59474.36	20.38	0.20	3.45e-17	6.35e-18
59476.28	20.15	nan	4.26e-17	nan
59476.28	20.26	nan	3.83e-17	nan
59480.34	19.82	nan	5.78e-17	nan
59480.34	20.10	nan	4.47e-17	nan
59483.27	19.89	0.19	5.41e-17	9.30e-18
59485.29	19.99	nan	4.92e-17	nan
59485.30	19.91	nan	5.29e-17	nan
59487.41	20.26	0.17	3.84e-17	6.11e-18
59488.27	20.26	0.11	3.85e-17	3.95e-18
59488.27	20.17	0.11	4.19e-17	4.30e-18
59489.34	20.35	0.12	3.53e-17	3.90e-18
59490.33	20.18	0.11	4.13e-17	4.32e-18
59490.33	20.21	0.10	4.03e-17	3.83e-18
59491.30	20.38	0.15	3.44e-17	4.81e-18
59498.34	20.17	0.10	4.17e-17	3.69e-18
59502.40	20.79	nan	2.35e-17	nan
59502.40	19.98	0.18	4.98e-17	8.16e-18
59503.21	20.51	nan	3.04e-17	nan
59504.25	20.34	nan	3.56e-17	nan
59504.26	20.49	nan	3.12e-17	nan
59512.22	20.37	0.20	3.47e-17	6.32e-18
59517.21	20.23	0.09	3.94e-17	3.23e-18
59517.21	20.35	0.11	3.55e-17	3.60e-18
59518.26	20.43	0.09	3.27e-17	2.76e-18
59522.26	20.25	0.08	3.89e-17	3.04e-18
59524.30	20.31	0.08	3.68e-17	2.61e-18
59529.25	20.48	0.20	3.15e-17	5.82e-18
59530.13	20.56	nan	2.92e-17	nan
59531.30	18.28	nan	2.38e-16	nan
59531.31	19.87	nan	5.52e-17	nan
59536.30	19.91	nan	5.31e-17	nan
59536.30	20.06	nan	4.61e-17	nan
59538.21	20.48	nan	3.13e-17	nan
59538.21	20.39	nan	3.40e-17	nan
59540.31	19.88	nan	5.43e-17	nan
59540.31	19.68	nan	6.53e-17	nan
59542.26	20.92	nan	2.08e-17	nan
59550.23	20.34	0.12	3.58e-17	4.10e-18
59763.46	20.13	0.10	4.33e-17	3.87e-18
59766.44	20.35	0.13	3.54e-17	4.32e-18
59770.39	20.99	nan	1.96e-17	nan
59770.44	20.41	0.12	3.34e-17	3.61e-18
59781.42	19.45	nan	8.13e-17	nan
59781.44	20.37	nan	3.48e-17	nan
59783.44	20.39	0.11	3.40e-17	3.38e-18
59786.47	20.34	0.10	3.58e-17	3.30e-18
59789.40	20.31	0.14	3.67e-17	4.65e-18
59793.45	20.24	0.10	3.90e-17	3.67e-18
59798.40	20.17	0.11	4.19e-17	4.18e-18
59801.42	20.26	0.18	3.85e-17	6.32e-18
59803.46	20.19	nan	4.10e-17	nan
59810.41	20.28	0.20	3.75e-17	6.80e-18
59813.34	20.37	0.14	3.47e-17	4.35e-18
59815.42	20.26	0.11	3.84e-17	3.99e-18
59817.41	20.29	0.11	3.74e-17	3.93e-18
59819.40	20.18	0.08	4.13e-17	3.04e-18
59822.38	20.42	0.18	3.33e-17	5.47e-18
59826.37	20.27	0.21	3.82e-17	7.37e-18
59829.40	20.91	nan	2.10e-17	nan
59839.32	20.23	0.13	3.93e-17	4.72e-18
59839.36	20.45	0.17	3.22e-17	4.91e-18
59841.34	20.36	0.13	3.51e-17	4.04e-18
59841.36	20.24	0.10	3.91e-17	3.60e-18
59843.34	20.58	0.12	2.86e-17	3.28e-18
59846.37	20.34	0.10	3.58e-17	3.35e-18
59850.39	20.17	0.09	4.16e-17	3.48e-18
59852.35	20.37	0.10	3.47e-17	3.17e-18
59856.28	20.22	0.15	3.99e-17	5.68e-18
59858.39	20.23	0.20	3.96e-17	7.26e-18
59863.33	20.13	nan	4.31e-17	nan
59865.26	20.69	nan	2.59e-17	nan
59872.29	20.53	0.16	3.01e-17	4.46e-18
59874.21	20.53	0.14	2.99e-17	3.82e-18
59879.33	20.38	0.16	3.44e-17	5.06e-18
59894.25	20.27	nan	3.80e-17	nan
59897.15	20.28	0.16	3.77e-17	5.57e-18
59899.24	20.64	nan	2.71e-17	nan
59901.21	20.83	nan	2.28e-17	nan
59905.19	20.30	0.20	3.69e-17	6.90e-18
59907.13	20.27	0.21	3.82e-17	7.22e-18
59909.19	20.36	0.17	3.49e-17	5.49e-18
59928.14	20.96	nan	2.01e-17	nan
59930.21	17.78	nan	3.78e-16	nan
59933.19	20.78	nan	2.38e-17	nan
59935.19	20.56	0.20	2.91e-17	5.27e-18
59951.13	20.23	nan	3.96e-17	nan
60136.46	21.04	nan	1.87e-17	nan
60140.41	20.68	0.20	2.62e-17	4.73e-18
60144.46	20.25	0.11	3.87e-17	4.08e-18
60147.42	20.38	0.17	3.45e-17	5.26e-18
60150.42	21.36	nan	1.39e-17	nan
60152.46	20.87	0.21	2.18e-17	4.24e-18
60155.44	20.52	0.14	3.04e-17	4.03e-18
60159.36	19.75	nan	6.14e-17	nan
60168.42	20.49	0.11	3.10e-17	3.15e-18
60170.44	20.64	0.16	2.71e-17	3.98e-18
60173.46	20.36	0.15	3.51e-17	4.89e-18
60182.40	20.53	0.17	3.00e-17	4.80e-18
60184.42	20.64	0.20	2.71e-17	5.04e-18
60186.46	20.06	nan	4.64e-17	nan
60191.41	20.73	nan	2.48e-17	nan
60194.41	21.28	nan	1.51e-17	nan
60196.32	20.50	0.16	3.07e-17	4.47e-18
60200.38	20.71	0.14	2.54e-17	3.39e-18
60202.41	20.67	0.14	2.64e-17	3.32e-18
60204.45	20.62	0.13	2.77e-17	3.19e-18
60206.41	20.18	0.11	4.15e-17	4.33e-18
60209.35	20.89	nan	2.14e-17	nan
60213.37	20.80	nan	2.33e-17	nan
60220.39	20.39	nan	3.41e-17	nan
60222.43	20.53	nan	2.99e-17	nan
60224.31	20.55	0.17	2.93e-17	4.50e-18
60227.25	20.61	nan	2.78e-17	nan
60230.31	20.50	0.16	3.09e-17	4.51e-18
60232.23	20.40	0.13	3.39e-17	4.07e-18
60234.21	20.39	0.14	3.41e-17	4.30e-18
60236.28	20.21	0.12	4.04e-17	4.53e-18
60238.27	20.38	0.13	3.45e-17	4.17e-18
60242.37	20.45	nan	3.23e-17	nan
60245.31	19.75	nan	6.16e-17	nan
