mjd	ab_mag	ab_mag_err	flux_dens	flux_dens_err
58435.20	12.51	nan	4.84e-14	nan
58436.19	12.49	nan	4.92e-14	nan
58436.19	18.58	0.04	1.80e-16	7.17e-18
58437.23	12.51	nan	4.83e-14	nan
58437.23	18.56	0.03	1.83e-16	4.94e-18
58437.23	12.51	nan	4.83e-14	nan
58438.37	11.19	nan	1.63e-13	nan
58440.24	10.76	nan	2.41e-13	nan
58440.24	18.42	nan	2.08e-16	nan
58440.24	10.93	nan	2.07e-13	nan
58441.26	12.47	nan	5.01e-14	nan
58450.25	11.30	nan	1.47e-13	nan
58450.27	10.54	nan	2.97e-13	nan
58457.13	12.52	nan	4.79e-14	nan
58462.26	11.81	nan	9.25e-14	nan
58462.26	11.70	nan	1.02e-13	nan
58466.26	18.40	0.16	2.12e-16	3.17e-17
58466.26	10.12	nan	4.38e-13	nan
58468.30	12.43	nan	5.19e-14	nan
58469.16	12.43	nan	5.20e-14	nan
58472.17	18.59	0.07	1.78e-16	1.12e-17
58472.19	12.50	nan	4.88e-14	nan
58472.19	12.47	nan	5.00e-14	nan
58475.10	18.64	0.06	1.71e-16	9.72e-18
58475.10	12.52	nan	4.77e-14	nan
58475.10	12.48	nan	4.99e-14	nan
58483.18	12.45	nan	5.10e-14	nan
58483.18	18.76	0.03	1.53e-16	4.85e-18
58483.18	18.77	0.03	1.51e-16	3.91e-18
58487.15	18.80	0.03	1.47e-16	3.50e-18
58487.15	12.49	nan	4.94e-14	nan
58488.15	18.75	0.02	1.54e-16	3.37e-18
58488.16	9.07	nan	1.15e-12	nan
58490.11	18.86	0.03	1.40e-16	4.42e-18
58490.11	12.51	nan	4.85e-14	nan
58490.11	18.84	0.03	1.42e-16	4.27e-18
58490.11	12.51	nan	4.84e-14	nan
58491.13	18.80	0.02	1.48e-16	3.36e-18
58491.16	12.47	nan	5.01e-14	nan
58492.17	19.07	nan	1.15e-16	nan
58492.17	11.71	nan	1.01e-13	nan
58493.16	12.47	nan	5.00e-14	nan
58493.17	12.47	nan	5.04e-14	nan
58493.18	18.78	0.03	1.50e-16	3.99e-18
58493.18	18.80	0.03	1.47e-16	4.05e-18
58494.16	12.45	nan	5.12e-14	nan
58494.17	18.81	0.03	1.46e-16	3.99e-18
58503.15	12.47	nan	5.01e-14	nan
58503.15	12.47	nan	5.03e-14	nan
58503.17	18.84	0.12	1.42e-16	1.60e-17
58503.17	18.75	0.10	1.54e-16	1.38e-17
58505.15	18.75	0.09	1.54e-16	1.26e-17
58505.15	12.46	nan	5.07e-14	nan
58507.15	12.47	nan	5.02e-14	nan
58507.15	12.47	nan	5.04e-14	nan
58509.15	18.88	0.05	1.37e-16	6.16e-18
58509.15	12.43	nan	5.20e-14	nan
58509.15	19.00	0.08	1.23e-16	9.18e-18
58510.14	12.30	nan	5.86e-14	nan
58510.14	12.26	nan	6.07e-14	nan
58510.15	18.84	0.07	1.42e-16	9.37e-18
58511.13	18.75	0.03	1.54e-16	4.94e-18
58511.14	12.40	nan	5.35e-14	nan
58514.15	12.40	nan	5.35e-14	nan
58514.15	18.83	0.03	1.43e-16	4.60e-18
58514.15	18.88	0.04	1.37e-16	4.84e-18
58514.15	12.39	nan	5.39e-14	nan
58522.14	18.89	0.08	1.35e-16	1.01e-17
58522.14	12.37	nan	5.51e-14	nan
58523.12	18.93	0.08	1.30e-16	9.17e-18
58523.13	12.40	nan	5.36e-14	nan
58534.13	12.31	nan	5.81e-14	nan
58534.13	12.31	nan	5.80e-14	nan
58539.14	12.20	nan	6.41e-14	nan
58539.14	19.05	0.10	1.17e-16	1.08e-17
58539.14	12.19	nan	6.46e-14	nan
58539.14	18.88	0.08	1.37e-16	1.07e-17
58540.13	19.02	0.07	1.20e-16	7.26e-18
58540.13	12.28	nan	5.98e-14	nan
58655.48	19.95	nan	5.12e-17	nan
58667.44	12.33	nan	5.70e-14	nan
58667.44	19.30	0.05	9.28e-17	3.88e-18
58670.45	12.38	nan	5.47e-14	nan
58670.46	19.28	0.03	9.51e-17	2.86e-18
58673.47	12.42	nan	5.25e-14	nan
58673.47	19.26	0.03	9.66e-17	3.07e-18
58676.44	12.29	nan	5.91e-14	nan
58677.47	19.33	0.04	9.08e-17	3.24e-18
58677.47	12.32	nan	5.75e-14	nan
58678.45	12.42	nan	5.28e-14	nan
58679.45	12.41	nan	5.29e-14	nan
58679.45	12.43	nan	5.21e-14	nan
58681.47	12.43	nan	5.18e-14	nan
58682.46	12.41	nan	5.31e-14	nan
58682.46	12.42	nan	5.25e-14	nan
58682.48	19.28	0.11	9.51e-17	9.47e-18
58682.49	19.31	0.11	9.23e-17	9.67e-18
58684.41	12.35	nan	5.62e-14	nan
58684.43	19.26	0.13	9.64e-17	1.13e-17
58685.48	19.36	0.11	8.79e-17	8.83e-18
58685.48	19.12	0.09	1.10e-16	8.86e-18
58685.48	12.45	nan	5.13e-14	nan
58686.48	19.31	0.10	9.18e-17	8.68e-18
58686.49	12.42	nan	5.25e-14	nan
58690.46	19.35	0.07	8.88e-17	5.33e-18
58690.47	12.41	nan	5.29e-14	nan
58690.47	12.39	nan	5.38e-14	nan
58691.47	12.40	nan	5.34e-14	nan
58693.43	12.40	nan	5.35e-14	nan
58693.43	12.43	nan	5.18e-14	nan
58693.46	12.40	nan	5.34e-14	nan
58694.48	12.42	nan	5.24e-14	nan
58695.42	12.39	nan	5.38e-14	nan
58696.43	12.41	nan	5.31e-14	nan
58696.43	12.40	nan	5.38e-14	nan
58696.44	19.29	0.03	9.35e-17	2.57e-18
58697.46	12.39	nan	5.42e-14	nan
58698.47	12.42	nan	5.23e-14	nan
58699.47	12.39	nan	5.39e-14	nan
58699.48	12.40	nan	5.33e-14	nan
58699.48	19.38	0.03	8.62e-17	2.07e-18
58700.46	12.44	nan	5.17e-14	nan
58701.45	12.39	nan	5.41e-14	nan
58703.50	12.39	nan	5.39e-14	nan
58703.50	19.49	0.06	7.81e-17	4.34e-18
58703.50	12.39	nan	5.40e-14	nan
58704.44	12.42	nan	5.23e-14	nan
58705.50	12.43	nan	5.19e-14	nan
58706.46	19.40	0.02	8.48e-17	1.57e-18
58706.46	12.45	nan	5.09e-14	nan
58706.46	12.42	nan	5.25e-14	nan
58707.42	12.44	nan	5.16e-14	nan
58709.46	19.52	0.12	7.58e-17	8.11e-18
58709.50	12.42	nan	5.25e-14	nan
58709.50	12.46	nan	5.08e-14	nan
58711.50	12.44	nan	5.17e-14	nan
58714.46	12.41	nan	5.30e-14	nan
58717.40	12.42	nan	5.27e-14	nan
58717.42	19.35	0.11	8.84e-17	9.19e-18
58722.44	19.42	0.03	8.35e-17	1.97e-18
58722.44	12.37	nan	5.50e-14	nan
58722.44	12.37	nan	5.49e-14	nan
58722.44	19.46	0.02	8.02e-17	1.27e-18
58723.45	12.38	nan	5.47e-14	nan
58723.45	19.46	0.02	8.03e-17	1.78e-18
58723.45	19.43	0.03	8.22e-17	1.92e-18
58723.45	12.38	nan	5.46e-14	nan
58723.46	19.54	0.04	7.48e-17	3.05e-18
58723.46	12.43	nan	5.19e-14	nan
58725.46	12.41	nan	5.28e-14	nan
58725.46	19.32	0.03	9.11e-17	2.78e-18
58725.46	12.43	nan	5.22e-14	nan
58725.46	19.44	0.03	8.18e-17	2.59e-18
58726.44	12.42	nan	5.28e-14	nan
58726.44	19.47	0.04	7.94e-17	2.60e-18
58726.44	12.39	nan	5.40e-14	nan
58726.44	19.42	0.03	8.33e-17	1.96e-18
58726.44	19.46	0.03	8.00e-17	2.45e-18
58726.44	12.38	nan	5.44e-14	nan
58727.43	19.39	0.04	8.54e-17	2.78e-18
58727.43	12.37	nan	5.49e-14	nan
58727.43	19.33	0.03	9.01e-17	2.12e-18
58727.43	12.38	nan	5.47e-14	nan
58730.47	12.38	nan	5.44e-14	nan
58730.47	19.45	0.05	8.08e-17	3.44e-18
58733.46	12.40	nan	5.34e-14	nan
58733.46	19.37	0.04	8.68e-17	3.04e-18
58734.44	12.42	nan	5.25e-14	nan
58734.44	19.43	0.04	8.24e-17	3.34e-18
58734.44	12.42	nan	5.27e-14	nan
58734.44	19.41	0.05	8.44e-17	3.62e-18
58736.48	19.44	0.03	8.15e-17	2.60e-18
58736.48	12.44	nan	5.16e-14	nan
58737.42	19.31	0.08	9.22e-17	7.04e-18
58737.42	12.41	nan	5.30e-14	nan
58737.42	12.43	nan	5.20e-14	nan
58737.42	19.28	0.09	9.45e-17	7.50e-18
58739.48	19.40	0.18	8.47e-17	1.44e-17
58739.52	12.37	nan	5.49e-14	nan
58739.52	12.35	nan	5.61e-14	nan
58745.51	19.52	0.18	7.57e-17	1.24e-17
58745.51	12.36	nan	5.56e-14	nan
58746.41	12.40	nan	5.34e-14	nan
58746.41	19.65	0.12	6.72e-17	7.38e-18
58746.41	19.51	0.11	7.66e-17	7.63e-18
58746.41	12.39	nan	5.39e-14	nan
58748.25	19.52	0.08	7.59e-17	5.29e-18
58748.25	12.25	nan	6.13e-14	nan
58749.36	19.52	0.05	7.58e-17	3.59e-18
58749.36	12.37	nan	5.50e-14	nan
58749.36	19.43	0.05	8.26e-17	3.50e-18
58749.36	12.37	nan	5.52e-14	nan
58751.40	19.42	0.06	8.31e-17	4.38e-18
58751.40	12.34	nan	5.67e-14	nan
58756.40	19.46	0.06	8.00e-17	4.31e-18
58756.40	12.45	nan	5.12e-14	nan
58757.42	12.40	nan	5.35e-14	nan
58758.36	12.40	nan	5.35e-14	nan
58758.37	19.46	0.05	8.02e-17	3.57e-18
58758.37	12.41	nan	5.32e-14	nan
58758.37	12.42	nan	5.24e-14	nan
58758.37	19.37	0.04	8.70e-17	2.95e-18
58759.40	12.44	nan	5.17e-14	nan
58759.40	12.42	nan	5.27e-14	nan
58760.36	12.40	nan	5.33e-14	nan
58760.41	12.38	nan	5.47e-14	nan
58760.41	19.52	0.05	7.58e-17	3.33e-18
58760.41	12.38	nan	5.46e-14	nan
58760.41	19.47	0.05	7.96e-17	3.45e-18
58763.41	12.38	nan	5.43e-14	nan
58764.17	12.20	nan	6.45e-14	nan
58764.30	12.36	nan	5.55e-14	nan
58764.30	19.36	0.08	8.77e-17	6.77e-18
58764.30	19.42	0.09	8.36e-17	6.88e-18
58764.30	12.36	nan	5.58e-14	nan
58765.17	12.23	nan	6.24e-14	nan
58765.44	19.46	0.05	8.01e-17	3.56e-18
58766.17	12.25	nan	6.17e-14	nan
58766.30	19.66	0.18	6.66e-17	1.08e-17
58766.30	12.39	nan	5.42e-14	nan
58766.30	19.58	0.15	7.19e-17	1.02e-17
58766.30	12.39	nan	5.41e-14	nan
58767.16	12.17	nan	6.61e-14	nan
58767.33	12.38	nan	5.43e-14	nan
58767.33	19.91	nan	5.28e-17	nan
58767.33	19.04	0.16	1.18e-16	1.73e-17
58767.33	12.37	nan	5.52e-14	nan
58768.16	12.22	nan	6.33e-14	nan
58768.31	19.19	0.16	1.03e-16	1.56e-17
58768.31	12.38	nan	5.43e-14	nan
58768.35	19.30	0.17	9.29e-17	1.49e-17
58768.35	12.41	nan	5.30e-14	nan
58769.16	12.23	nan	6.23e-14	nan
58770.16	12.24	nan	6.22e-14	nan
58771.17	12.23	nan	6.25e-14	nan
58772.17	12.26	nan	6.08e-14	nan
58772.25	19.25	0.20	9.70e-17	1.79e-17
58772.29	19.43	nan	8.25e-17	nan
58772.29	12.16	nan	6.67e-14	nan
58772.29	12.17	nan	6.63e-14	nan
58772.29	19.35	nan	8.88e-17	nan
58773.16	11.51	nan	1.21e-13	nan
58774.16	12.28	nan	5.99e-14	nan
58775.16	12.26	nan	6.06e-14	nan
58776.16	12.28	nan	5.95e-14	nan
58777.16	12.35	nan	5.63e-14	nan
58778.16	12.31	nan	5.80e-14	nan
58779.16	12.34	nan	5.68e-14	nan
58781.16	12.34	nan	5.65e-14	nan
58782.16	12.37	nan	5.48e-14	nan
58783.16	12.38	nan	5.45e-14	nan
58785.16	12.36	nan	5.56e-14	nan
58785.32	19.40	0.07	8.51e-17	5.11e-18
58786.17	12.31	nan	5.79e-14	nan
58786.22	19.49	0.08	7.83e-17	5.60e-18
58786.22	12.35	nan	5.58e-14	nan
58786.25	19.32	0.08	9.15e-17	6.43e-18
58786.25	12.36	nan	5.56e-14	nan
58787.16	12.37	nan	5.52e-14	nan
58788.16	12.35	nan	5.59e-14	nan
58788.19	19.50	0.09	7.72e-17	6.34e-18
58789.16	12.38	nan	5.43e-14	nan
58790.27	12.42	nan	5.23e-14	nan
58790.29	19.44	0.05	8.14e-17	3.90e-18
58790.29	19.47	0.05	7.95e-17	3.89e-18
58790.29	12.40	nan	5.37e-14	nan
58790.29	12.44	nan	5.17e-14	nan
58791.27	19.45	0.06	8.07e-17	4.29e-18
58793.19	12.40	nan	5.36e-14	nan
58800.21	19.74	nan	6.19e-17	nan
58802.25	11.46	nan	1.27e-13	nan
58803.20	12.39	nan	5.41e-14	nan
58803.21	19.35	0.10	8.85e-17	7.84e-18
58806.19	12.27	nan	6.00e-14	nan
58806.19	19.37	0.06	8.71e-17	4.86e-18
58811.20	12.04	nan	7.46e-14	nan
58811.20	19.32	0.10	9.11e-17	8.28e-18
58811.20	19.36	0.08	8.77e-17	6.22e-18
58811.20	12.36	nan	5.58e-14	nan
58811.20	19.31	0.06	9.24e-17	4.92e-18
58811.20	12.40	nan	5.37e-14	nan
58811.21	19.47	0.08	7.93e-17	6.15e-18
58813.16	19.53	0.12	7.52e-17	8.13e-18
58813.16	12.31	nan	5.81e-14	nan
58813.16	19.36	0.10	8.84e-17	7.93e-18
58813.16	12.33	nan	5.70e-14	nan
58813.16	19.35	0.10	8.88e-17	7.86e-18
58813.16	12.31	nan	5.84e-14	nan
58814.23	19.64	0.19	6.82e-17	1.22e-17
58814.23	11.82	nan	9.10e-14	nan
58819.21	19.47	0.05	7.96e-17	3.76e-18
58819.21	12.40	nan	5.33e-14	nan
58828.12	19.11	0.17	1.11e-16	1.70e-17
58830.20	12.57	nan	4.60e-14	nan
58830.20	19.16	0.09	1.05e-16	8.98e-18
58831.12	19.20	0.08	1.02e-16	7.11e-18
58831.17	14.58	nan	7.20e-15	nan
58831.21	12.56	nan	4.60e-14	nan
58835.15	12.48	nan	4.95e-14	nan
58835.15	19.08	0.08	1.14e-16	8.38e-18
58837.12	19.08	0.04	1.14e-16	4.38e-18
58837.12	12.59	nan	4.48e-14	nan
58838.14	12.36	nan	5.56e-14	nan
58838.14	19.14	0.07	1.08e-16	7.45e-18
58838.15	19.29	0.09	9.42e-17	7.94e-18
58846.10	19.11	0.04	1.11e-16	4.26e-18
58846.10	12.58	nan	4.52e-14	nan
58850.15	19.12	0.07	1.09e-16	6.94e-18
58850.17	12.55	nan	4.64e-14	nan
58854.10	19.18	0.14	1.04e-16	1.30e-17
58854.10	12.56	nan	4.60e-14	nan
58855.15	12.54	nan	4.69e-14	nan
58859.09	19.20	0.11	1.02e-16	1.03e-17
58859.09	12.57	nan	4.56e-14	nan
58861.10	12.56	nan	4.64e-14	nan
58861.10	19.13	0.04	1.08e-16	4.42e-18
58862.11	19.23	0.03	9.96e-17	2.53e-18
58862.11	12.58	nan	4.52e-14	nan
58864.15	12.52	nan	4.81e-14	nan
58864.15	19.17	0.03	1.05e-16	3.24e-18
58867.13	19.29	0.20	9.39e-17	1.74e-17
58867.14	11.63	nan	1.08e-13	nan
58871.15	19.22	0.06	1.00e-16	5.41e-18
58871.15	12.51	nan	4.82e-14	nan
58871.16	12.51	nan	4.84e-14	nan
58872.16	12.51	nan	4.85e-14	nan
58872.17	19.18	0.05	1.03e-16	4.65e-18
58873.12	12.54	nan	4.71e-14	nan
58873.12	19.18	0.04	1.04e-16	4.08e-18
58874.16	12.24	nan	6.18e-14	nan
58874.16	19.27	0.06	9.54e-17	5.62e-18
58874.16	12.28	nan	5.98e-14	nan
58874.16	19.16	0.05	1.06e-16	5.27e-18
58875.14	12.50	nan	4.90e-14	nan
58875.15	19.20	0.04	1.02e-16	3.57e-18
58876.13	12.12	nan	6.93e-14	nan
58876.13	19.23	0.07	9.91e-17	6.40e-18
58877.19	12.40	nan	5.36e-14	nan
58877.19	19.14	0.08	1.08e-16	7.59e-18
58882.11	19.11	0.09	1.11e-16	8.94e-18
58882.11	12.51	nan	4.82e-14	nan
58882.11	12.53	nan	4.77e-14	nan
58882.11	19.14	0.09	1.08e-16	9.33e-18
58882.11	19.08	0.08	1.14e-16	8.81e-18
58882.12	12.51	nan	4.83e-14	nan
58884.11	12.51	nan	4.83e-14	nan
58885.12	12.42	nan	5.27e-14	nan
58885.12	12.43	nan	5.20e-14	nan
58885.12	19.52	0.17	7.59e-17	1.22e-17
58885.12	19.25	0.13	9.76e-17	1.14e-17
58886.15	19.18	0.16	1.04e-16	1.58e-17
58886.15	12.45	nan	5.12e-14	nan
58887.18	12.38	nan	5.43e-14	nan
58887.18	19.21	0.20	1.01e-16	1.83e-17
58891.16	12.38	nan	5.43e-14	nan
58891.16	19.20	0.08	1.02e-16	7.42e-18
58891.16	12.39	nan	5.41e-14	nan
58893.15	12.41	nan	5.29e-14	nan
58894.15	12.40	nan	5.35e-14	nan
58894.15	19.26	0.07	9.65e-17	6.57e-18
58894.15	12.38	nan	5.43e-14	nan
58895.14	12.44	nan	5.18e-14	nan
58905.13	12.32	nan	5.79e-14	nan
59040.48	12.56	nan	4.61e-14	nan
59046.48	12.60	nan	4.47e-14	nan
59046.48	19.26	0.04	9.68e-17	4.01e-18
59047.45	19.19	0.02	1.03e-16	1.91e-18
59047.46	12.57	nan	4.59e-14	nan
59048.46	19.30	0.04	9.34e-17	3.37e-18
59048.47	12.59	nan	4.48e-14	nan
59049.47	12.59	nan	4.50e-14	nan
59049.49	19.18	0.07	1.04e-16	7.12e-18
59050.42	19.26	0.04	9.62e-17	3.23e-18
59050.42	12.52	nan	4.80e-14	nan
59051.46	19.24	0.05	9.87e-17	4.25e-18
59051.46	12.53	nan	4.75e-14	nan
59052.46	19.27	0.02	9.54e-17	2.13e-18
59052.47	12.58	nan	4.52e-14	nan
59052.48	12.57	nan	4.56e-14	nan
59053.42	19.22	0.02	9.99e-17	2.12e-18
59053.42	12.55	nan	4.64e-14	nan
59054.46	12.57	nan	4.56e-14	nan
59054.48	19.27	0.03	9.57e-17	2.57e-18
59055.42	19.27	0.03	9.60e-17	2.53e-18
59055.43	12.49	nan	4.91e-14	nan
59056.44	19.26	0.03	9.61e-17	2.39e-18
59056.44	12.55	nan	4.65e-14	nan
59057.42	12.52	nan	4.80e-14	nan
59057.44	19.20	0.03	1.02e-16	2.78e-18
59059.42	12.55	nan	4.66e-14	nan
59060.47	12.56	nan	4.61e-14	nan
59060.47	19.27	0.03	9.54e-17	2.42e-18
59060.50	12.57	nan	4.59e-14	nan
59061.47	12.57	nan	4.57e-14	nan
59062.42	12.51	nan	4.83e-14	nan
59063.44	19.32	0.13	9.11e-17	1.10e-17
59063.47	12.58	nan	4.54e-14	nan
59064.50	12.57	nan	4.59e-14	nan
59065.46	12.53	nan	4.73e-14	nan
59066.42	19.24	0.12	9.86e-17	1.11e-17
59066.42	12.54	nan	4.70e-14	nan
59067.40	12.57	nan	4.58e-14	nan
59067.48	12.58	nan	4.52e-14	nan
59068.49	19.24	0.08	9.82e-17	7.61e-18
59068.49	12.61	nan	4.42e-14	nan
59072.44	12.57	nan	4.59e-14	nan
59072.45	12.58	nan	4.52e-14	nan
59072.45	19.33	0.07	9.06e-17	6.01e-18
59073.40	19.26	0.07	9.62e-17	5.92e-18
59075.42	12.47	nan	5.03e-14	nan
59075.43	12.49	nan	4.94e-14	nan
59075.45	19.29	0.04	9.35e-17	3.70e-18
59076.45	19.34	0.04	8.98e-17	3.59e-18
59076.47	19.33	0.04	9.08e-17	3.02e-18
59076.47	12.53	nan	4.77e-14	nan
59079.46	19.36	0.05	8.78e-17	4.19e-18
59079.46	12.25	nan	6.16e-14	nan
59080.41	12.24	nan	6.19e-14	nan
59080.45	19.40	0.04	8.47e-17	3.35e-18
59082.37	10.86	nan	2.21e-13	nan
59082.38	19.23	0.09	9.88e-17	7.98e-18
59082.42	12.34	nan	5.66e-14	nan
59082.46	19.31	0.06	9.24e-17	4.77e-18
59085.40	12.46	nan	5.05e-14	nan
59085.41	19.32	0.03	9.16e-17	2.23e-18
